objectid,palika,district,palika_name,gn_type,province_code,district_code,mun_code,lu_cbs_code,hlcit_id,admin2pcode,indicators,value,Fulltitle,Abstract,Category,Year
,Damak Nagarpalika,JHAPA,Damak,Nagarpalika,1,4,33,11107,524 1 04 3 001,NP0104301,h_i_p_p_i_s_c,93.75,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Shivasataxi Nagarpalika,JHAPA,Shivasataxi,Nagarpalika,1,4,42,11105,524 1 04 3 002,NP0104302,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Kankai Nagarpalika,JHAPA,Kankai,Nagarpalika,1,4,40,11104,524 1 04 3 003,NP0104303,h_i_p_p_i_s_c,84.4262295081967,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Arjundhara Nagarpalika,JHAPA,Arjundhara,Nagarpalika,1,4,28,11103,524 1 04 3 004,NP0104304,h_i_p_p_i_s_c,99.2150706436421,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Mechinagar Nagarpalika,JHAPA,Mechinagar,Nagarpalika,1,4,41,11101,524 1 04 3 005,NP0104305,h_i_p_p_i_s_c,98.8826815642458,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Gauradhaha Nagarpalika,JHAPA,Gauradhaha,Nagarpalika,1,4,34,11108,524 1 04 3 006,NP0104306,h_i_p_p_i_s_c,98.0392156862745,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Birtamod Nagarpalika,JHAPA,Birtamod,Nagarpalika,1,4,31,11112,524 1 04 3 007,NP0104307,h_i_p_p_i_s_c,83.0935251798561,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Bhadrapur Nagarpalika,JHAPA,Bhadrapur,Nagarpalika,1,4,30,11114,524 1 04 3 008,NP0104308,h_i_p_p_i_s_c,94.0476190476191,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Kamal Gaunpalika,JHAPA,Kamal,Gaunpalika,1,4,39,11106,524 1 04 4 001,NP0104401,h_i_p_p_i_s_c,98.5416666666667,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Buddhashanti Gaunpalika,JHAPA,Buddhashanti,Gaunpalika,1,4,32,11102,524 1 04 4 002,NP0104402,h_i_p_p_i_s_c,95.4230235783634,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Gauriganj Gaunpalika,JHAPA,Gauriganj,Gaunpalika,1,4,35,11109,524 1 04 4 003,NP0104403,h_i_p_p_i_s_c,97.1428571428571,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Jhapa Gaunpalika,JHAPA,Jhapa,Gaunpalika,1,4,37,11110,524 1 04 4 004,NP0104404,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Barhadashi Gaunpalika,JHAPA,Barhadashi,Gaunpalika,1,4,29,11111,524 1 04 4 005,NP0104405,h_i_p_p_i_s_c,95.9259259259259,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Haldibari Gaunpalika,JHAPA,Haldibari,Gaunpalika,1,4,36,11113,524 1 04 4 006,NP0104406,h_i_p_p_i_s_c,96.0526315789474,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Kachankawal Gaunpalika,JHAPA,Kachankawal,Gaunpalika,1,4,38,11115,524 1 04 4 007,NP0104407,h_i_p_p_i_s_c,99.7566909975669,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Biratnagar Mahanagarpalika,MORANG,Biratnagar,Mahanagarpalika,1,5,44,11214,524 1 05 1 001,NP0105101,h_i_p_p_i_s_c,96.6067864271457,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Letang Nagarpalika,MORANG,Letang,Nagarpalika,1,5,52,11202,524 1 05 3 001,NP0105301,h_i_p_p_i_s_c,92.7710843373494,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Sundarharaicha Nagarpalika,MORANG,Sundarharaicha,Nagarpalika,1,5,57,11204,524 1 05 3 002,NP0105302,h_i_p_p_i_s_c,72.8260869565217,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Belbari Nagarpalika,MORANG,Belbari,Nagarpalika,1,5,43,11205,524 1 05 3 003,NP0105303,h_i_p_p_i_s_c,98.5815602836879,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Patahrishanishchare Nagarpalika,MORANG,Patahrishanishchare,Nagarpalika,1,5,54,11207,524 1 05 3 004,NP0105304,h_i_p_p_i_s_c,92.3076923076923,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Uralabari Nagarpalika,MORANG,Uralabari,Nagarpalika,1,5,59,11208,524 1 05 3 005,NP0105305,h_i_p_p_i_s_c,95.8563535911602,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Rangeli Nagarpalika,MORANG,Rangeli,Nagarpalika,1,5,55,11211,524 1 05 3 006,NP0105306,h_i_p_p_i_s_c,93.1174089068826,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Sunwarshi Nagarpalika,MORANG,Sunwarshi,Nagarpalika,1,5,58,11210,524 1 05 3 007,NP0105307,h_i_p_p_i_s_c,88.6699507389163,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Ratuwamai Nagarpalika,MORANG,Ratuwamai,Nagarpalika,1,5,56,11209,524 1 05 3 008,NP0105308,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Kerabari Gaunpalika,MORANG,Kerabari,Gaunpalika,1,5,51,11203,524 1 05 4 001,NP0105401,h_i_p_p_i_s_c,95.6521739130435,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Miklajung Gaunpalika,MORANG,Miklajung,Gaunpalika,1,5,53,10908,524 1 05 4 002,NP0105402,h_i_p_p_i_s_c,0,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Kanepokhari Gaunpalika,MORANG,Kanepokhari,Gaunpalika,1,5,49,11206,524 1 05 4 003,NP0105403,h_i_p_p_i_s_c,92.3512747875354,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Budhiganga Gaunpalika,MORANG,Budhiganga,Gaunpalika,1,5,45,11213,524 1 05 4 004,NP0105404,h_i_p_p_i_s_c,98.1818181818182,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Gramthan Gaunpalika,MORANG,Gramthan,Gaunpalika,1,5,47,11212,524 1 05 4 005,NP0105405,h_i_p_p_i_s_c,97.2826086956522,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Katahari Gaunpalika,MORANG,Katahari,Gaunpalika,1,5,50,11215,524 1 05 4 006,NP0105406,h_i_p_p_i_s_c,96.6442953020134,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Jahada Gaunpalika,MORANG,Jahada,Gaunpalika,1,5,48,11217,524 1 05 4 007,NP0105407,h_i_p_p_i_s_c,90.7462686567164,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Dhanpalthan Gaunpalika,MORANG,Dhanpalthan,Gaunpalika,1,5,46,11216,524 1 05 4 008,NP0105408,h_i_p_p_i_s_c,102.708803611738,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Dharan Upamahanagarpalika,SUNSARI,Dharan,Upamahanagarpalika,1,6,64,11301,524 1 06 2 001,NP0106201,h_i_p_p_i_s_c,73.3333333333333,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Itahari Upamahanagarpalika,SUNSARI,Itahari,Upamahanagarpalika,1,6,69,11306,524 1 06 2 002,NP0106202,h_i_p_p_i_s_c,61.5740740740741,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Barah Nagarpalika,SUNSARI,Barah,Nagarpalika,1,6,60,11302,524 1 06 3 001,NP0106301,h_i_p_p_i_s_c,89.5833333333333,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Ramdhuni Nagarpalika,SUNSARI,Ramdhuni,Nagarpalika,1,6,71,11305,524 1 06 3 002,NP0106302,h_i_p_p_i_s_c,96.1538461538462,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Inaruwa Nagarpalika,SUNSARI,Inaruwa,Nagarpalika,1,6,68,11309,524 1 06 3 003,NP0106303,h_i_p_p_i_s_c,82.7619047619048,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Duhabi Nagarpalika,SUNSARI,Duhabi,Nagarpalika,1,6,65,11307,524 1 06 3 004,NP0106304,h_i_p_p_i_s_c,86.8766404199475,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Koshi Gaunpalika,SUNSARI,Koshi,Gaunpalika,1,6,70,11303,524 1 06 4 001,NP0106401,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Bhokraha Gaunpalika,SUNSARI,Bhokraha,Gaunpalika,1,6,62,11304,524 1 06 4 002,NP0106402,h_i_p_p_i_s_c,81.8181818181818,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Gadhi Gaunpalika,SUNSARI,Gadhi,Gaunpalika,1,6,66,11308,524 1 06 4 003,NP0106403,h_i_p_p_i_s_c,89.8395721925134,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Harinagara Gaunpalika,SUNSARI,Harinagara,Gaunpalika,1,6,67,11310,524 1 06 4 004,NP0106404,h_i_p_p_i_s_c,91.6666666666667,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Dewanganj Gaunpalika,SUNSARI,Dewanganj,Gaunpalika,1,6,63,11311,524 1 06 4 005,NP0106405,h_i_p_p_i_s_c,99.6598639455782,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Barju Gaunpalika,SUNSARI,Barju,Gaunpalika,1,6,61,11312,524 1 06 4 006,NP0106406,h_i_p_p_i_s_c,95.9677419354839,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,SUNSARI,Koshi Tappu Wildlife Reserve,Wildlife Reserve,1,6,72,99979,524 1 06 5 995,NP0106595,h_i_p_p_i_s_c,0,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Mahalaxmi Nagarpalika,DHANKUTA,Mahalaxmi,Nagarpalika,1,7,77,10701,524 1 07 3 001,NP0107301,h_i_p_p_i_s_c,97.4358974358974,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Pakhribas Nagarpalika,DHANKUTA,Pakhribas,Nagarpalika,1,7,78,10702,524 1 07 3 002,NP0107302,h_i_p_p_i_s_c,92.5287356321839,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Dhankuta Nagarpalika,DHANKUTA,Dhankuta,Nagarpalika,1,7,75,10704,524 1 07 3 003,NP0107303,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Khalsa Chhintang Shahidbhumi Gaunpalika,DHANKUTA,Khalsa Chhintang Shahidbhumi,Gaunpalika,1,7,76,10705,524 1 07 4 001,NP0107401,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Chhathar Jorpati Gaunpalika,DHANKUTA,Chhathar Jorpati,Gaunpalika,1,7,74,10703,524 1 07 4 002,NP0107402,h_i_p_p_i_s_c,96.4516129032258,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Sangurigadhi Gaunpalika,DHANKUTA,Sangurigadhi,Gaunpalika,1,7,79,10706,524 1 07 4 003,NP0107403,h_i_p_p_i_s_c,93.5606060606061,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Chaubise Gaunpalika,DHANKUTA,Chaubise,Gaunpalika,1,7,73,10707,524 1 07 4 004,NP0107404,h_i_p_p_i_s_c,86.7559523809524,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Laligurans Nagarpalika,TERHATHUM,Laligurans,Nagarpalika,1,8,82,10805,524 1 08 3 001,NP0108301,h_i_p_p_i_s_c,80.7453416149068,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Myanglung Nagarpalika,TERHATHUM,Myanglung,Nagarpalika,1,8,84,10804,524 1 08 3 002,NP0108302,h_i_p_p_i_s_c,98.7561083962683,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Menchayam Gaunpalika,TERHATHUM,Menchayam,Gaunpalika,1,8,83,10803,524 1 08 4 001,NP0108401,h_i_p_p_i_s_c,91.8032786885246,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Phedap Gaunpalika,TERHATHUM,Phedap,Gaunpalika,1,8,85,10802,524 1 08 4 002,NP0108402,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Aathrai Gaunpalika,TERHATHUM,Aathrai,Gaunpalika,1,8,80,10801,524 1 08 4 003,NP0108403,h_i_p_p_i_s_c,98.1884057971014,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Chhathar Gaunpalika,TERHATHUM,Chhathar,Gaunpalika,1,8,81,10806,524 1 08 4 004,NP0108404,h_i_p_p_i_s_c,97.3154362416107,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Khandbari Nagarpalika,SANKHUWASABHA,Khandbari,Nagarpalika,1,9,90,10206,524 1 09 3 001,NP0109301,h_i_p_p_i_s_c,99.4974874371859,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Panchakhapan Nagarpalika,SANKHUWASABHA,Panchakhapan,Nagarpalika,1,9,93,10207,524 1 09 3 002,NP0109302,h_i_p_p_i_s_c,99.1452991452992,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Chainpur Nagarpalika,SANKHUWASABHA,Chainpur,Nagarpalika,1,9,87,10208,524 1 09 3 003,NP0109303,h_i_p_p_i_s_c,95.8333333333333,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Dharmadevi Nagarpalika,SANKHUWASABHA,Dharmadevi,Nagarpalika,1,9,89,10210,524 1 09 3 004,NP0109304,h_i_p_p_i_s_c,99.4086021505376,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Madi Nagarpalika,SANKHUWASABHA,Madi,Nagarpalika,1,9,91,10209,524 1 09 3 005,NP0109305,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Makalu Gaunpalika,SANKHUWASABHA,Makalu,Gaunpalika,1,9,92,10202,524 1 09 4 001,NP0109401,h_i_p_p_i_s_c,77.9166666666667,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Bhotkhola Gaunpalika,SANKHUWASABHA,Bhotkhola,Gaunpalika,1,9,86,10201,524 1 09 4 002,NP0109402,h_i_p_p_i_s_c,67.8571428571429,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Silichong Gaunpalika,SANKHUWASABHA,Silichong,Gaunpalika,1,9,95,10203,524 1 09 4 003,NP0109403,h_i_p_p_i_s_c,92.8571428571429,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Chichila Gaunpalika,SANKHUWASABHA,Chichila,Gaunpalika,1,9,88,10204,524 1 09 4 004,NP0109404,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Sabhapokhari Gaunpalika,SANKHUWASABHA,Sabhapokhari,Gaunpalika,1,9,94,10205,524 1 09 4 005,NP0109405,h_i_p_p_i_s_c,93.1818181818182,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Shadananda Nagarpalika,BHOJPUR,Shadananda,Nagarpalika,1,10,103,10601,524 1 10 3 001,NP0110301,h_i_p_p_i_s_c,94.6938775510204,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Bhojpur Nagarpalika,BHOJPUR,Bhojpur,Nagarpalika,1,10,98,10604,524 1 10 3 002,NP0110302,h_i_p_p_i_s_c,83.3333333333333,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Salpasilichho Gaunpalika,BHOJPUR,Salpasilichho,Gaunpalika,1,10,102,10602,524 1 10 4 001,NP0110401,h_i_p_p_i_s_c,89.622641509434,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Tyamkemaiyung Gaunpalika,BHOJPUR,Tyamkemaiyung,Gaunpalika,1,10,104,10603,524 1 10 4 002,NP0110402,h_i_p_p_i_s_c,83.3333333333333,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Arun Gaunpalika,BHOJPUR,Arun,Gaunpalika,1,10,97,10605,524 1 10 4 003,NP0110403,h_i_p_p_i_s_c,96.1009174311927,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Ramprasad Rai Gaunpalika,BHOJPUR,Ramprasad Rai,Gaunpalika,1,10,101,10607,524 1 10 4 004,NP0110404,h_i_p_p_i_s_c,97.0515970515971,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Pauwadungma Gaunpalika,BHOJPUR,Pauwadungma,Gaunpalika,1,10,100,10606,524 1 10 4 005,NP0110405,h_i_p_p_i_s_c,99.0566037735849,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Aamchowk Gaunpalika,BHOJPUR,Aamchowk,Gaunpalika,1,10,96,10609,524 1 10 4 006,NP0110406,h_i_p_p_i_s_c,98.8636363636364,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Hatuwagadhi Gaunpalika,BHOJPUR,Hatuwagadhi,Gaunpalika,1,10,99,10608,524 1 10 4 007,NP0110407,h_i_p_p_i_s_c,109.256965944272,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Solududhakunda Nagarpalika,SOLUKHUMBU,Solududhakunda,Nagarpalika,1,11,111,10307,524 1 11 3 001,NP0111301,h_i_p_p_i_s_c,97.6377952755906,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Khumbupasanglahmu Gaunpalika,SOLUKHUMBU,Khumbupasanglahmu,Gaunpalika,1,11,107,10301,524 1 11 4 001,NP0111401,h_i_p_p_i_s_c,98.3957219251337,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Mahakulung Gaunpalika,SOLUKHUMBU,Mahakulung,Gaunpalika,1,11,109,10302,524 1 11 4 002,NP0111402,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Likhupike Gaunpalika,SOLUKHUMBU,Likhupike,Gaunpalika,1,11,108,10308,524 1 11 4 003,NP0111403,h_i_p_p_i_s_c,99.1228070175439,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Dudhkoshi Gaunpalika,SOLUKHUMBU,Dudhkoshi,Gaunpalika,1,11,106,10304,524 1 11 4 004,NP0111404,h_i_p_p_i_s_c,98.7878787878788,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Nechasalyan Gaunpalika,SOLUKHUMBU,Nechasalyan,Gaunpalika,1,11,110,10306,524 1 11 4 005,NP0111405,h_i_p_p_i_s_c,95.4545454545455,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Dudhkaushika Gaunpalika,SOLUKHUMBU,Dudhkaushika,Gaunpalika,1,11,105,10305,524 1 11 4 006,NP0111406,h_i_p_p_i_s_c,73.0769230769231,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Sotang Gaunpalika,SOLUKHUMBU,Sotang,Gaunpalika,1,11,112,10303,524 1 11 4 007,NP0111407,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Halesi Tuwachung Nagarpalika,KHOTANG,Halesi Tuwachung,Nagarpalika,1,12,124,10504,524 1 12 3 001,NP0112301,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Rupakot Majhuwagadhi Nagarpalika,KHOTANG,Rupakot Majhuwagadhi,Nagarpalika,1,12,129,10505,524 1 12 3 002,NP0112302,h_i_p_p_i_s_c,97.4875930521092,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Ainselukhark Gaunpalika,KHOTANG,Ainselukhark,Gaunpalika,1,12,121,10502,524 1 12 4 001,NP0112401,h_i_p_p_i_s_c,92.8571428571429,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Kepilasagadhi Gaunpalika,KHOTANG,Kepilasagadhi,Gaunpalika,1,12,126,10501,524 1 12 4 002,NP0112402,h_i_p_p_i_s_c,98.9417989417989,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Lamidanda Gaunpalika,KHOTANG,Lamidanda,Gaunpalika,1,12,128,10503,524 1 12 4 003,NP0112403,h_i_p_p_i_s_c,98.3914209115281,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Diprung Gaunpalika,KHOTANG,Diprung,Gaunpalika,1,12,123,10507,524 1 12 4 004,NP0112404,h_i_p_p_i_s_c,97.5577557755776,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Sakela Gaunpalika,KHOTANG,Sakela,Gaunpalika,1,12,130,10506,524 1 12 4 005,NP0112405,h_i_p_p_i_s_c,87.0967741935484,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Khotehang Gaunpalika,KHOTANG,Khotehang,Gaunpalika,1,12,127,10508,524 1 12 4 006,NP0112406,h_i_p_p_i_s_c,96.2602842183994,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Barahapokhari Gaunpalika,KHOTANG,Barahapokhari,Gaunpalika,1,12,122,10510,524 1 12 4 007,NP0112407,h_i_p_p_i_s_c,96.6666666666667,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Jantedhunga Gaunpalika,KHOTANG,Jantedhunga,Gaunpalika,1,12,125,10509,524 1 12 4 008,NP0112408,h_i_p_p_i_s_c,96.9230769230769,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Siddhicharan Nagarpalika,OKHALDHUNGA,Siddhicharan,Nagarpalika,1,13,119,10402,524 1 13 3 001,NP0113301,h_i_p_p_i_s_c,96.078431372549,Percentage of planned immunization sessions conducted,,Health Indicators ,
,Khijidemba Gaunpalika,OKHALDHUNGA,Khijidemba,Gaunpalika,1,13,115,10404,524 1 13 4 001,NP0113401,h_i_p_p_i_s_c,100,Percentage of planned immunization sessions conducted,,Health Indicators ,
