,gridcode,id,province_id,province__name,district_id,district__name,municipality_id,municipality__name,name,category,category__name,type,type__name,ownership,contact_person,contact_num,used_for_corona_response,num_of_bed,num_of_icu_bed,occupied_icu_bed,num_of_ventilators,occupied_ventilators,num_of_isolation_bed,occupied_isolation_bed,total_tested,total_positive,total_death,total_in_isolation,hlcit_code,remarks,lat,long,robert_ID,PROVINCE,adm1_lon,adm1_lat,PALIKA,adm2_lon,adm2_lat,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_5,f_60,f_65,f_70,f_75,f_80,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_5,m_60,m_65,m_70,m_75,m_80,male_total,female_total,male_highrisk,female_highrisk,total,all_highrisk,all_risk_pct,male_risk_pct,female_risk_pct
10,11,,7,Sudoorpaschim Province,69,Achham,524 7 69 3 002,Mangalsen Nagarpalika,Achham District Hospital,12,Other Facilities,19,District Level Hospital,0,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.13507,81.25825,11,7,494114.63362961373,3243863.115679738,Mangalsen Nagarpalika,521900.29637347267,3219273.314114372,6144.83709106734,8118.917530095205,10194.374506960157,9535.028732376639,7739.543740868568,6320.460012516938,5224.774117795518,4224.051477333531,3537.6611015601084,2780.314641052624,5524.058162204921,2165.4049388454296,1779.3676879301202,1485.9717178501887,1263.0564239895903,830.7811105087749,6849.578385938425,9206.652569329366,11717.660839180928,9227.137013451662,7611.747397343162,5999.861295742914,4895.846289816778,3847.756738692522,3257.533076434396,2535.53838683106,5800.912629743572,1899.182450964232,1514.2726309513673,1258.0909396641655,1053.7230057513807,693.0915603832691,77368.5852102192,70723.76590188831,6418.360587714415,7524.581879124104,148092.3511121075,13942.942466838518,0.09415032148610808,0.08295822613629295,0.10639396507197588
11,12,,5,Province 5,58,Bardiya,524 5 58 3 004,Gulariya Nagarpalika,Bardiya District Hospital,12,Other Facilities,19,District Level Hospital,0,,084-420125,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.20326,81.34715,12,5,666016.611293054,3104111.5646401425,Gulariya Nagarpalika,533923.9448406145,3120615.6092471215,14133.629310118733,16804.605254779104,16390.073326881742,14188.899106894853,11319.44578847289,10431.434552197461,9625.441669989727,8447.941101010772,7636.717058460752,6417.449360121333,13247.758172141388,5281.777521938318,4097.85742619427,2909.8143374948995,2272.4757983533636,1494.7312347122352,14313.235394752817,13076.432296145242,9176.412161612418,7726.4973092617,6787.336349088466,6141.9633405481,6161.661371130496,6125.6143685563,6084.802598927403,5116.095173880749,13343.862245176919,4606.134733504441,3942.9138828111463,3144.966742382472,2369.5166292073554,1558.5614666454785,109676.0060636315,130566.42170964311,15622.093454550894,16056.656318693087,240242.4277732746,31678.74977324398,0.13186159525136149,0.1424385698863552,0.12297691939816106
12,13,,7,Sudoorpaschim Province,68,Bajura,524 7 68 3 002,Badimalika Nagarpalika,Bajura District Hospital,12,Other Facilities,19,District Level Hospital,0,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.4593,81.48119,13,7,494114.63362961373,3243863.115679738,Badimalika Nagarpalika,548086.947317864,3256022.688343429,2949.1515561492415,3759.5269550607773,4608.960111908265,5253.2347730865,4229.575605978025,3872.2605789484223,3410.120781058795,2850.70876546565,2632.796272377949,2338.9828129400266,2786.233005605871,1712.3993482461083,1531.2632256838842,1362.755169208307,709.5097453944036,466.68324348890746,3114.9336644721916,3838.95905665413,6224.761968566338,9283.47272225772,6705.487445988692,5539.194262939272,5003.943196633016,3677.61447706155,3188.3807773638982,2374.324828208133,2891.8620108849136,1808.2887509537977,1595.1810543717584,1310.1108492490603,607.8553483025607,399.8199006259965,57564.19031453303,41525.01039445189,5721.255903503174,5782.610732021611,99089.20070898492,11503.866635524784,0.11609606852426321,0.09938914926522902,0.1392560935467994
13,14,,6,Karnali Province,64,Kalikot,524 6 64 3 002,Khandachakra Nagarpalika,Kalikot District Hospital,12,Other Facilities,19,District Level Hospital,0,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.14717,81.59306,14,6,624675.5246452764,3236600.743811684,Khandachakra Nagarpalika,565560.3995318532,3224822.3338421443,1887.7304263483966,2223.5662142763613,2409.391415388789,2046.178859048523,1673.3446740880026,1456.3993773481925,1299.913973059156,1063.781845897378,904.9502135305665,755.9428182989941,1869.1489993764553,606.3684295983112,465.9545699512237,359.53386017070443,242.06894288495096,159.2219438648026,1978.8482742803171,1979.065235854825,1968.8614355080063,1631.1932567667682,1311.8956460034824,1148.155838463048,1069.2811065766728,913.7766199104954,822.737141162419,693.16010369797,1862.2349880012916,548.5768526032043,437.46840835604235,321.99631889788725,231.88919311801146,152.52627589441545,17071.666695094857,17535.76613678241,1692.4570488695608,1833.1477464699929,34607.43283187727,3525.6047953395537,0.10187420755728759,0.09913836060048248,0.10453764792316922
14,15,,6,Karnali Province,59,Surkhet,524 6 59 3 003,Birendranagar Nagarpalika,Mid-Western Regional Hospital,12,Health Facility,6,Hub Hospital,0,,083-520200,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.60629,81.60094,15,6,624675.5246452764,3236600.743811684,Birendranagar Nagarpalika,562037.2156108099,3164091.418345081,143.18487204052508,162.5505369734019,187.24585608579218,178.71269399486482,149.05404257867485,120.07450770493597,99.0668241577223,77.87017096485943,62.38277834840119,51.60613134410232,138.90893721021712,38.55825159698725,31.004322533728555,23.145342337316833,14.887917831423692,9.792596044659149,154.36857956461608,180.22466920129955,205.76275913603604,182.54548164084554,151.51683365087956,127.63841667585075,103.32001808099449,82.43619522918016,64.4125134255737,51.77525735553354,145.31852283049375,41.28906821180135,33.6525007574819,24.744143543299288,16.124261255841702,10.605814487091266,1575.7350350468187,1344.8609097070876,126.41578825551551,117.38843034411548,2920.595944753906,243.80421859963099,0.0834775584200759,0.08022655170052712,0.08728666994245735
15,16,,6,Karnali Province,61,Dailekh,524 6 61 3 003,Dullu Nagarpalika,Dullu Hospital,12,Other Facilities,19,District Level Hospital,0,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.85305,81.60363,16,6,624675.5246452764,3236600.743811684,Dullu Nagarpalika,559180.1943792735,3189503.0868154163,3915.3581720619695,4999.492547889822,5281.425250193104,4513.81816677656,3650.5268385913223,3258.747867789003,2939.29977011116,2473.154731319053,2098.6274870036286,1806.789625025558,3621.991962988628,1420.4576227397774,1112.992050449393,846.3893259850447,631.6976153240103,415.5019625879431,4153.674657035968,4413.638779112836,3923.447876979364,3125.7393974554725,2575.7582004914875,2354.2988370875246,2244.338534872106,1993.9346284731873,1809.186009407742,1583.7476329662604,3654.6911077976692,1197.4285225283238,1012.2246048161469,766.1583758143533,619.1470361326938,407.24705518153496,35834.66125615267,39070.91282477401,4002.2055944730528,4427.0385770861685,74905.57408092669,8429.244171559221,0.11253160095205214,0.1116853195810771,0.11330778466683483
16,17,,6,Karnali Province,59,Surkhet,524 6 59 3 003,Birendranagar Nagarpalika,Surkhet Hospital,10,Health Facility,18,Designated Hospital at Province,0,,083-525417,TRUE,0,0,0,0,0,0,0,0,0,0,0,,,28.59539,81.60827,17,6,624675.5246452764,3236600.743811684,Birendranagar Nagarpalika,562037.2156108099,3164091.418345081,8290.380961854476,9532.07904522284,10878.484331922606,10205.725687858881,8480.729969458189,6877.56079497945,5726.114206602913,4511.918144326191,3636.7023196291993,3015.281457934936,8160.752289827913,2293.2681287952582,1821.461158127262,1343.4187046497245,868.4323189119023,571.2153230669355,8982.170214585494,10219.4419817694,11572.836316655623,10188.992350784363,8437.068958681775,7111.328683307394,5825.042985146982,4645.550836716429,3679.1424120650045,2980.5883550532744,8494.438159248326,2378.9052417377243,1930.0113541925966,1405.21185507247,927.1985616273741,609.8695347721514,89387.79780141638,77923.1438813142,7251.196547402316,6897.795633551083,167310.94168273057,14148.992180953399,0.0845670464743659,0.08112065321836823,0.0885204996869378
17,19,,5,Province 5,57,Banke,524 5 57 2 001,Nepalgunj Upamahanagarpalika,Bheri Zonal Hospital,12,Health Facility,6,Hub Hospital,0,,081-520120,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.05304,81.6197,19,5,666016.611293054,3104111.5646401425,Nepalgunj Upamahanagarpalika,563481.830124326,3104062.2108813385,23910.86838601262,29157.31078540953,31795.70022433612,26922.121847606846,21790.036038352875,18931.502084988984,16580.35882731405,14260.474627103715,12638.477471030259,11033.442188401765,23104.77443503053,8619.455353059573,6748.970669526054,4988.125401358615,3776.804719962849,2484.210594007767,24579.11404125532,24731.80502370128,21310.17242004606,17065.060337343602,14175.205781038327,12500.698033707391,11664.554635759909,10586.609312827757,10301.204769258504,9271.362109209993,23166.286003968562,7605.009879030986,6549.348869687034,5128.681769040675,3851.781602415591,2533.52875771869,205020.4233460097,232831.76526748954,25668.350877892975,26617.566737914858,437852.18861349917,52285.91761580783,0.1194145398276441,0.1251989946122241,0.11432102792046085
18,20,,6,Karnali Province,61,Dailekh,524 6 61 3 004,Narayan Nagarpalika,Dailekh Hospital,10,Health Facility,18,Designated Hospital at Province,1,,089-420127,TRUE,0,0,0,0,0,0,0,0,0,0,0,,,28.82714,81.71029,20,6,624675.5246452764,3236600.743811684,Narayan Nagarpalika,572081.582119251,3192912.9007784347,5623.917028656229,7093.677604465745,7486.207446176559,6462.576104670297,5253.718242168659,4643.721293651033,4174.654806413688,3501.5834759371355,2949.511725864606,2546.569485732354,5204.530048521236,1995.615155467065,1559.406675255159,1179.6637562771793,862.2459103300935,567.1461509733053,5945.327168047894,6273.108255224768,5596.985539905261,4535.395051023923,3750.99088822864,3436.5065152402967,3252.139190775808,2894.834290692699,2575.9485735466005,2259.077849019086,5268.6295485298615,1729.804689890705,1459.2972856867127,1093.999797510507,856.2333968517487,563.1917978813581,51491.46983805587,55480.827881904115,5702.526967821032,6164.077648302802,106972.29771995998,11866.604616123834,0.1109315670416757,0.1107470224826726,0.11110284189384467
19,21,,6,Karnali Province,66,Humla,524 6 66 4 002,Simkot Gaunpalika,Humla District Hospital,12,Other Facilities,19,District Level Hospital,0,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.96739,81.8209,21,6,624675.5246452764,3236600.743811684,Simkot Gaunpalika,588799.2646309687,3333523.0163804158,803.6305663571111,946.548789320339,951.6250945338979,823.998912839219,655.9413708819338,606.4604095627728,552.1373947870161,489.2461266268365,400.1491264942306,337.06624356233806,766.0361683927476,266.56703913268575,230.41486508624075,164.61257700815986,121.63428888449198,80.00550772408133,814.6930065395718,686.0808126968041,556.5831572680327,503.5695800676476,420.83808942594624,383.55387007612444,374.1379569327546,350.5741062165689,338.81733486284065,287.7054814271105,769.3520877249248,252.1514841372773,205.5545729414589,182.5896695207557,139.8588036437868,91.99283613184889,6358.052849613454,7392.443914836991,872.1473663751276,863.2342778356597,13750.496764450445,1735.3816442107873,0.12620501454880664,0.13717208507132037,0.11677251633970559
20,22,,6,Karnali Province,65,Mugu,524 6 65 3 001,Chhayanath Rara Nagarpalika,Mugu District Hospital,12,Other Facilities,19,District Level Hospital,0,,087-460161,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.54719,82.15641,22,6,624675.5246452764,3236600.743811684,Chhayanath Rara Nagarpalika,613195.1694156125,3267603.1934952294,1745.6292181602912,1829.1264775717864,1858.8242794551188,1579.7627184080193,1278.4468361510662,1106.5453690223512,985.7496452847263,802.15733900544,648.8717987675336,531.4524096123059,1849.6298880981049,442.8771393027564,302.067583932876,214.14997958279855,112.08213413047633,73.7225341524063,1772.3772095616441,1521.224293979467,1581.9413309409283,1392.993819839321,1115.7588544076425,979.5022788331262,858.0539779423852,716.5114153731265,616.3176048060704,504.1497973589867,1818.292491187225,434.9972044111928,307.83895608333114,218.79031879310787,117.9689369063708,77.59465823780556,14034.313148661731,13615.466132477766,1157.1900744318082,1144.8993711013136,27649.779281139497,2302.0894455331218,0.08325887241723574,0.08245434330658029,0.08408815092788621
21,23,,6,Karnali Province,53,Salyan,524 6 53 3 003,Sharada Nagarpalika,Salyan District Hospital,12,Other Facilities,19,District Level Hospital,0,,088-520054,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.37226,82.17246,23,6,624675.5246452764,3236600.743811684,Sharada Nagarpalika,613877.9611472682,3140043.760241199,5270.519058315549,5912.3871804955415,6724.830827189609,5907.792255118489,4860.195924118161,3901.192487907363,3275.719985567266,2480.0883888257667,1989.31740195991,1629.56019131816,5580.078531587031,1353.6304483485874,998.787428576441,663.8950300483266,382.12629037559964,251.34530688512314,5699.057409950066,5752.667498438153,7062.63814959256,6105.194497188553,4955.968405411579,4057.780719937291,3359.4499421925284,2488.8990304768085,1982.133381290827,1604.127733276342,5720.349497027695,1303.5700993573992,983.1999864523532,634.0822417641757,388.51813801104436,255.54974797315663,52353.18647834053,45910.947678321376,3564.920213558129,3649.7845042340778,98264.13415666191,7214.704717792207,0.07342154672924556,0.0680936625516195,0.07949704131150977
22,25,,6,Karnali Province,63,Jumla,524 6 63 3 001,Chandannath Nagarpalika,Karnali Academy of Health Science,12,Health Facility,6,Hub Hospital,0,,01-5525322,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.28291,82.1831,25,6,624675.5246452764,3236600.743811684,Chandannath Nagarpalika,611912.763927742,3241232.711211821,3401.2495256464463,3609.033607410325,3619.791528699221,3206.9801424057805,2505.516050224891,2243.1647461936227,1991.6402727234818,1616.3667110828974,1395.9998263238522,1213.3170562612067,3593.5273593233433,927.0254093196854,704.1411528116587,499.1651095415218,303.51215443239926,199.63651335799295,3466.41946346045,2602.9241095779,2266.5587730245315,1982.0160468611284,1695.6172276608122,1503.6012180858233,1462.521061394451,1283.2017620280094,1113.7411180529452,1035.072748724051,3600.062792724755,820.3164182728651,665.3591135415918,485.69533806444815,295.73606271388053,194.5218708062166,24473.36512499386,27628.81764011188,2461.628803399002,2633.480339463258,52102.18276510574,5095.10914286226,0.09779070419818563,0.10058399369382268,0.09531643278284688
23,26,,6,Karnali Province,60,Jajarkot,524 6 60 3 002,Bheri Nagarpalika,Jajarkot Hospital,12,Other Facilities,19,District Level Hospital,0,,089-430188,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.69542,82.21246,26,6,624675.5246452764,3236600.743811684,Bheri Nagarpalika,613610.6469027749,3175016.9683912164,6936.833176825196,8246.339064635336,9059.183520447463,8295.883500993717,6861.874259083066,5597.155838117003,4811.380044193473,3766.0622740255203,2941.1895671859384,2513.3317274560686,6604.287485844921,1973.8529095781269,1520.733592714183,1081.8807672933908,659.8708652296918,434.03307863323425,7371.760921476409,8008.998819476459,8822.006620475091,7812.199214846827,6451.036376664415,5561.2242695793975,4699.370808154345,3842.4522822743747,2897.8245668351883,2447.7990021236474,6799.515186410397,1997.6662895203335,1638.0089968799148,1133.9919274945278,685.5847691690433,450.9468352213589,70620.38688660173,64367.058495431134,5906.198818285178,5670.371213448627,134987.4453820329,11576.570031733805,0.08576034607492965,0.08363305666632813,0.0880943039186903
24,27,,5,Province 5,56,Dang,524 5 56 2 001,Tulsipur Upamahanagarpalika,Rapti Zonal Hospital,12,Health Facility,6,Hub Hospital,0,,082-521624,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.12754,82.25829,27,5,666016.611293054,3104111.5646401425,Tulsipur Upamahanagarpalika,628323.0226046366,3110251.9898031694,13910.52182292624,14903.366408151225,15344.807113359217,13343.770832175855,10654.302850842243,9104.184314900427,7483.378729573858,6048.625068773341,4828.640385402832,4235.027215882612,14110.34054088872,3309.66198490886,2392.3109110711375,1399.4249469317292,779.5105267682447,512.7266239753444,14295.191917449585,13953.381909986376,15285.454549051472,12780.039885015693,10615.869029667228,9215.23035861773,7681.645906065416,6053.134773079131,5152.85766011622,4314.447987012507,14073.128276600619,3278.905053403083,2482.9436254810425,1417.2949366509856,834.3135735703254,548.7739562904972,121982.6133980579,108450.07845360565,8562.231145395934,8393.634993655316,230432.69185166358,16955.86613905125,0.07358272822662788,0.07019222581709546,0.07739630172094406
