,gridcode,id,province_id,province__name,district_id,district__name,municipality_id,municipality__name,name,category,category__name,type,type__name,ownership,contact_person,contact_num,used_for_corona_response,num_of_bed,num_of_icu_bed,occupied_icu_bed,num_of_ventilators,occupied_ventilators,num_of_isolation_bed,occupied_isolation_bed,total_tested,total_positive,total_death,total_in_isolation,hlcit_code,remarks,lat,long,robert_ID,PROVINCE,adm1_lon,adm1_lat,PALIKA,adm2_lon,adm2_lat,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_5,f_60,f_65,f_70,f_75,f_80,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_5,m_60,m_65,m_70,m_75,m_80,male_total,female_total,male_highrisk,female_highrisk,total,all_highrisk,all_risk_pct,male_risk_pct,female_risk_pct
10,11,,7,Sudoorpaschim Province,69,Achham,524 7 69 3 002,Mangalsen Nagarpalika,Achham District Hospital,12,Other Facilities,19,District Level Hospital,0,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.13507,81.25825,11,7,494114.63362961373,3243863.115679738,Mangalsen Nagarpalika,521900.29637347267,3219273.314114372,7159.110119137447,9456.778971289285,11882.320866359863,11135.353886255063,9038.086559135001,7385.434128107503,6106.41641996312,4937.637971268268,4139.413717046613,3256.517840347253,6436.285427702591,2534.199245540425,2085.2966273756465,1743.805497127294,1475.042147878965,970.2156848815794,7978.039586793631,10728.98082096316,13695.723576136865,10862.41618856974,8944.176751253428,7051.406412680866,5759.361680098111,4519.609501946019,3826.3808131024707,2974.8129168944433,6759.837146514561,2228.696896301117,1779.2228296541143,1478.733759049559,1229.9848553446936,809.028670960397,90626.41240626317,82582.80499027847,7525.667011309881,8808.55920280391,173209.21739654164,16334.22621411379,0.09430344677742263,0.08304054868213875,0.10666335690390803
11,12,,5,Province 5,58,Bardiya,524 5 58 3 004,Gulariya Nagarpalika,Bardiya District Hospital,12,Other Facilities,19,District Level Hospital,0,,084-420125,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.20326,81.34715,12,5,666016.611293054,3104111.5646401425,Gulariya Nagarpalika,533923.9448406145,3120615.6092471215,14135.589521725662,16806.85588777205,16392.66588490177,14191.37351695518,11321.509552463656,10433.097072992823,9626.813323792769,8449.01927139645,7637.580794385809,6418.163885361922,13249.68146960577,5282.311389587354,4098.286704081256,2910.1348019583675,2272.6819326410623,1494.8668204816786,14315.37274245685,13078.92764063226,9179.26109992317,7729.024787120521,6789.434212260181,6143.730589271523,6163.091913559707,6126.755758943036,6085.694438043982,5116.812040795921,13345.874288117047,4606.706411335268,3943.3798266898957,3145.309343437897,2369.7398815882916,1558.7083120279276,109697.82328620348,130585.04230837792,15623.84377507928,16058.281648749718,240282.8655945814,31682.125423829,0.13185345257736705,0.1424261968655149,0.12297183019497686
12,13,,7,Sudoorpaschim Province,68,Bajura,524 7 68 3 002,Badimalika Nagarpalika,Bajura District Hospital,12,Other Facilities,19,District Level Hospital,0,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.4593,81.48119,13,7,494114.63362961373,3243863.115679738,Badimalika Nagarpalika,548086.947317864,3256022.688343429,3933.9403919164906,4988.981885529531,6069.275937655941,6812.9806163482135,5486.718637846527,5007.26333818998,4407.439038000768,3685.4806144194736,3383.928458524635,2994.1829494662816,3724.048915584921,2200.82403096465,1959.0798070652963,1732.9343838779168,915.7665766149003,602.3496082206184,4153.321513975621,5052.651255161909,8010.105681363842,11702.559925546171,8482.60967482673,7010.902233700152,6325.980743197055,4669.198551992653,4052.2156290455896,3025.746613588999,3856.477886367531,2312.6620761575905,2029.9041050333763,1667.991020912552,791.0288536997759,520.3031922190858,73663.65895678863,53971.25479830965,7321.88924802238,7410.954406743382,127634.91375509827,14732.843654765762,0.11542957347105404,0.0993962199504294,0.13731299067324054
13,14,,6,Karnali Province,64,Kalikot,524 6 64 3 002,Khandachakra Nagarpalika,Kalikot District Hospital,12,Other Facilities,19,District Level Hospital,0,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.14717,81.59306,14,6,624675.5246452764,3236600.743811684,Khandachakra Nagarpalika,565560.3995318532,3224822.3338421443,2364.894494228007,2785.9514721152373,3036.8896998301498,2594.8858494178567,2122.0276967189275,1843.0171728555579,1640.5894480143907,1341.0444604727381,1141.9476124573412,952.2611096258333,2341.4520494727185,762.7687451761594,588.1355339097499,456.2276236326943,306.5172679030693,201.6131218998089,2481.191528850468,2499.9022634309367,2534.663926434412,2127.0742955725873,1705.8054781075043,1483.0299846696435,1373.3345365171845,1165.0409198602429,1046.1606334311364,876.2339058406069,2335.0263149567763,693.3378144822054,552.7208478421453,408.45988568622124,291.5481725791069,191.76726785759274,21765.297776118772,22115.328863502233,2137.8339884472716,2315.262292521482,43880.626639621,4453.0962809687535,0.10148205761829146,0.09822213371199252,0.10469038497286139
14,15,,6,Karnali Province,59,Surkhet,524 6 59 3 003,Birendranagar Nagarpalika,Mid-Western Regional Hospital,12,Health Facility,6,Hub Hospital,0,,083-520200,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.60629,81.60094,15,6,624675.5246452764,3236600.743811684,Birendranagar Nagarpalika,562037.2156108099,3164091.418345081,143.18487204052508,162.5505369734019,187.24585608579218,178.71269399486482,149.05404257867485,120.07450770493597,99.0668241577223,77.87017096485943,62.38277834840119,51.60613134410232,138.90893721021712,38.55825159698725,31.004322533728555,23.145342337316833,14.887917831423692,9.792596044659149,154.36857956461608,180.22466920129955,205.76275913603604,182.54548164084554,151.51683365087956,127.63841667585075,103.32001808099449,82.43619522918016,64.4125134255737,51.77525735553354,145.31852283049375,41.28906821180135,33.6525007574819,24.744143543299288,16.124261255841702,10.605814487091266,1575.7350350468187,1344.8609097070876,126.41578825551551,117.38843034411548,2920.595944753906,243.80421859963099,0.0834775584200759,0.08022655170052712,0.08728666994245735
15,16,,6,Karnali Province,61,Dailekh,524 6 61 3 003,Dullu Nagarpalika,Dullu Hospital,12,Other Facilities,19,District Level Hospital,0,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.85305,81.60363,16,6,624675.5246452764,3236600.743811684,Dullu Nagarpalika,559180.1943792735,3189503.0868154163,4308.075990764308,5501.934285571915,5823.71403455839,4982.947127991589,4030.360822365037,3593.3317307361285,3237.6147879627533,2722.6486106502707,2309.955059811531,1986.7318390499277,3986.0943093196256,1561.8375984007725,1224.2500057451543,931.8880942504184,696.2951326914335,457.99127195667825,4573.254906992661,4871.62395273766,4356.487027916126,3470.6096555800177,2859.835971057997,2606.999515793519,2479.182507497375,2198.7980782539817,1993.256705024396,1742.485400386271,4023.5089073658455,1317.5619102694036,1112.9346053665795,843.0281988727511,681.2346020928162,448.0854617302466,39578.88740693765,43047.594711061625,4402.844778331797,4872.262103044457,82626.48211799927,9275.106881376254,0.11225344034531726,0.1112422573445063,0.11318314381436201
16,17,,6,Karnali Province,59,Surkhet,524 6 59 3 003,Birendranagar Nagarpalika,Surkhet Hospital,10,Health Facility,18,Designated Hospital at Province,0,,083-525417,TRUE,0,0,0,0,0,0,0,0,0,0,0,,,28.59539,81.60827,17,6,624675.5246452764,3236600.743811684,Birendranagar Nagarpalika,562037.2156108099,3164091.418345081,8942.534010650124,10307.814795264974,11747.068672595778,11001.02538852184,9137.06711952039,7422.22711806884,6190.093717226526,4885.150228421786,3941.8708788657677,3271.273820193426,8789.444135392783,2490.6024378318107,1977.2422650842636,1459.8589674016694,948.0543298910925,623.5870633112208,9684.214465962956,11004.66729368805,12417.841301501496,10914.471178281121,9037.630812649848,7625.189290557755,6261.353103011032,5003.59486370068,3972.4905779900146,3224.2959040207206,9144.078617873834,2570.805248585122,2087.2448906171194,1521.012240617798,1008.6289094538806,663.4307554367697,96140.9494539482,84192.38093759217,7851.12204471069,7499.345063520057,180333.33039154034,15350.467108230747,0.08512273951189035,0.08166262231965371,0.0890739159530239
17,19,,5,Province 5,57,Banke,524 5 57 2 001,Nepalgunj Upamahanagarpalika,Bheri Zonal Hospital,12,Health Facility,6,Hub Hospital,0,,081-520120,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.05304,81.6197,19,5,666016.611293054,3104111.5646401425,Nepalgunj Upamahanagarpalika,563481.830124326,3104062.2108813385,23922.445083225495,29170.737745559658,31810.742845805595,26935.12564005342,21800.665892907768,18940.294896788895,16587.873186981247,14266.483656915021,12643.53210390982,11037.709346776071,23116.624708612333,8622.895347921585,6751.58080651387,4989.952088932565,3778.0267883596825,2485.0144150776396,24591.392621198902,24744.173928946257,21323.676272188197,17076.459116026876,14184.510391059564,12508.474270818639,11671.245582680742,10591.918560599734,10305.79816756054,9275.262557464535,23178.33535683551,7608.184709641646,6551.897560587386,5130.488260254235,3853.024023975522,2534.3459667389034,205129.18734657718,232937.25947111516,25677.940521197692,26627.469446805342,438066.44681769237,52305.409968003034,0.11940063053898003,0.1251793606426831,0.11431176578304005
18,20,,6,Karnali Province,61,Dailekh,524 6 61 3 004,Narayan Nagarpalika,Dailekh Hospital,10,Health Facility,18,Designated Hospital at Province,1,,089-420127,TRUE,0,0,0,0,0,0,0,0,0,0,0,,,28.82714,81.71029,20,6,624675.5246452764,3236600.743811684,Narayan Nagarpalika,572081.582119251,3192912.9007784347,6709.379823551106,8431.165085367917,8932.952905841521,7760.240425129887,6321.456955264264,5552.982056683046,4973.534600432526,4161.642161147029,3494.444433809229,3013.806381695642,6213.448344383214,2357.966893596429,1842.7571150846634,1393.9182688543879,1013.6097158280973,666.7063824269717,7096.795366279548,7515.114721009915,6801.181055182824,5544.268530144473,4590.985502867552,4185.6947260645975,3928.7074965495267,3485.4920756161155,3073.493948130461,2688.9070777300076,6303.183906490332,2068.046857090536,1741.148332038385,1303.0401476693442,1008.0700150954581,663.0630950052182,61997.19285296429,66130.63172554482,6783.368446898941,7274.958375790549,128127.8245785091,14058.32682268949,0.10972110756532345,0.10941412239400458,0.11000890488968959
19,21,,6,Karnali Province,66,Humla,524 6 66 4 002,Simkot Gaunpalika,Humla District Hospital,12,Other Facilities,19,District Level Hospital,0,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.96739,81.8209,21,6,624675.5246452764,3236600.743811684,Simkot Gaunpalika,588799.2646309687,3333523.0163804158,1502.4574606605602,1747.4431079980131,1760.296354273858,1517.6440727492154,1212.6727017306694,1111.6765604791435,1010.1959829993066,888.2928113090093,723.4521116537289,606.0579747163647,1451.9980281133685,483.63998059837104,408.42787826957647,291.6909380552388,210.25190774367184,138.29414992556303,1524.310332929752,1296.9153739552057,1101.1831293336,992.57519421506,820.9112393183095,743.5761684851241,710.6287350644634,654.8480362222981,624.7689023477215,525.0934207859536,1452.5095679704973,461.5259120927549,369.21057922808905,322.4936332203579,241.52808005924635,158.86631691357798,12000.944622142011,13562.034560615099,1553.6245215140261,1532.3048545924212,25562.97918275711,3085.9293761064473,0.12071869065198733,0.12945851934418182,0.11298488053129724
20,22,,6,Karnali Province,65,Mugu,524 6 65 3 001,Chhayanath Rara Nagarpalika,Mugu District Hospital,12,Other Facilities,19,District Level Hospital,0,,087-460161,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.54719,82.15641,22,6,624675.5246452764,3236600.743811684,Chhayanath Rara Nagarpalika,613195.1694156125,3267603.1934952294,2792.518890830397,2934.005519544473,2975.7154603514355,2543.6307781403884,2048.436874756706,1782.617055656854,1587.8241289972793,1293.5989424518484,1055.679134651582,872.3900229624414,2952.1563293040963,717.5528138538793,499.06995758968696,353.7808394938329,191.2199479912706,125.77579283400883,2835.0099126303685,2393.7218967195367,2436.117996512563,2144.468301875342,1729.8907457237074,1520.8931925641664,1348.9697140371718,1134.6572175650217,978.6115705838602,813.9254663032189,2909.9870646495838,694.9122992756602,501.81878113379935,359.7335552944278,199.3845087244481,131.14615781198518,22133.24838140486,21933.453598579785,1886.9953022403206,1887.3993517626786,44066.70197998464,3774.3946540029992,0.08565185240586763,0.08525613907742843,0.08605117034031019
21,23,,6,Karnali Province,53,Salyan,524 6 53 3 003,Sharada Nagarpalika,Salyan District Hospital,12,Other Facilities,19,District Level Hospital,0,,088-520054,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.37226,82.17246,23,6,624675.5246452764,3236600.743811684,Sharada Nagarpalika,613877.9611472682,3140043.760241199,5270.650992189068,5912.560043613892,6725.027613950893,5907.96476059407,4860.337792513892,3901.3062452271115,3275.8156669738237,2480.160837008618,1989.375744628138,1629.6078983012121,5580.241855257656,1353.6700967426877,998.8166492115124,663.9143686540192,382.13744226959534,251.3526420940616,5699.224065885413,5752.835191490594,7062.844139527064,6105.372276579961,4956.112595423125,4057.8985664281063,3359.5476984889247,2488.971252371557,1982.191213869024,1604.1746122679906,5720.516917146742,1303.608110926929,983.2286781553412,634.1005996883614,388.52943807427073,255.55718064605026,52354.712536969455,45912.28965704118,3565.0240074909525,3649.8911989718763,98267.00219401064,7214.915206462829,0.07342154584321467,0.06809366024068161,0.07949704155981084
22,25,,6,Karnali Province,63,Jumla,524 6 63 3 001,Chandannath Nagarpalika,Karnali Academy of Health Science,12,Health Facility,6,Hub Hospital,0,,01-5525322,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,29.28291,82.1831,25,6,624675.5246452764,3236600.743811684,Chandannath Nagarpalika,611912.763927742,3241232.711211821,4101.780287686153,4349.705515374022,4363.589170539286,3865.249680026609,3020.356662618753,2703.7088085172873,2400.593083814776,1948.1551576841157,1682.461542676523,1462.0633883006376,4330.807256765256,1117.3004958399542,848.6065776325995,601.7075655698136,365.75625661489175,240.57785736935693,4177.78429390653,3138.8017876463127,2734.8396135976072,2391.3735791225336,2045.216231266415,1813.499934499181,1763.7079804929963,1547.2734587603773,1343.0443914796633,1247.725241480075,4338.470865715761,989.0295299020654,802.0266502403538,585.3712734959918,356.397323185407,234.42211757740006,29508.98427236867,33300.639019343886,2967.246894401218,3173.948753026616,62809.62329171256,6141.195647427834,0.09777475688567196,0.1005540166009597,0.09531194735280943
23,26,,6,Karnali Province,60,Jajarkot,524 6 60 3 002,Bheri Nagarpalika,Jajarkot Hospital,12,Other Facilities,19,District Level Hospital,0,,089-430188,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.69542,82.21246,26,6,624675.5246452764,3236600.743811684,Bheri Nagarpalika,613610.6469027749,3175016.9683912164,8020.983694077004,9540.739098301157,10494.878005590988,9642.972648596158,7984.808891515713,6510.099661408109,5593.271454053931,4393.927912007668,3438.4613909813925,2937.9692096777144,7607.29304843978,2299.907632817456,1774.8696549208835,1271.2873466748279,783.2718454280985,515.2006391794566,8518.355655217543,9276.348377805669,10176.659101483878,8996.854291254887,7441.758640015731,6424.165433418471,5439.294594506151,4472.400125319255,3382.6989668479655,2860.293968790502,7842.3530980653595,2336.02094129927,1916.5891172628617,1334.7006408176094,811.8539139936911,534.0010018316389,81764.34786793048,74788.95843959333,6933.165615205071,6644.5371190207225,156553.3063075238,13577.702734225793,0.08672894271267947,0.08479448312122341,0.08884382477912808
24,27,,5,Province 5,56,Dang,524 5 56 2 001,Tulsipur Upamahanagarpalika,Rapti Zonal Hospital,12,Health Facility,6,Hub Hospital,0,,082-521624,FALSE,0,0,0,0,0,0,0,0,0,0,0,,,28.12754,82.25829,27,5,666016.611293054,3104111.5646401425,Tulsipur Upamahanagarpalika,628323.0226046366,3110251.9898031694,13930.77038728178,14926.56558018399,15371.123663018458,13366.769926509005,10673.192499623168,9119.434563104413,7496.25139206677,6058.494821802597,4836.671425029228,4241.645751290955,14131.938020457164,3315.121617532044,2396.363430027879,1402.14513839125,781.1440463643739,513.8010789347536,14317.301790928468,13975.634727822966,15312.139396657818,12802.971860663267,10634.491156546457,9230.516217860684,7694.418327730091,6062.711757668643,5160.658075803134,4320.839089431509,14095.229708915693,3284.0919257905916,2486.9173271002946,1419.9050460309372,835.9703801018186,549.8637290774568,122183.66051812982,108630.66295433603,8576.748408101099,8408.5753112503,230814.32347246588,16985.3237193514,0.07358869009434589,0.07019554310069526,0.07740517348020723
